interconnectorId,interconnectorName,date,observations,mean_signed_mw,median_signed_mw,p10_signed_mw,p90_signed_mw,rolling_7d_mean_signed_mw,rolling_30d_mean_signed_mw,rolling_90d_mean_signed_mw,import_share_pct,export_share_pct,near_zero_share_pct,rolling_7d_import_share_pct,rolling_30d_import_share_pct,rolling_90d_import_share_pct,rolling_7d_export_share_pct,rolling_30d_export_share_pct,rolling_90d_export_share_pct,import_gwh,export_gwh,net_gwh,rolling_7d_import_gwh,rolling_30d_import_gwh,rolling_90d_import_gwh,rolling_7d_export_gwh,rolling_30d_export_gwh,rolling_90d_export_gwh,rolling_7d_net_gwh,rolling_30d_net_gwh,rolling_90d_net_gwh
INTNEM,Belgium (Nemolink),2021-07-30 00:00:00+00:00,48,926.5416666666666,1000.0,780.0,1020.0,911.1369047619047,897.8166666666667,897.8166666666667,100.0,0.0,0.0,100.0,99.72222222222223,99.72222222222223,0.0,0.27777777777777773,0.27777777777777773,22.237000000000002,0.0,22.237000000000002,153.071,647.198,647.198,0.0,0.77,0.77,153.071,646.428,646.428
INTNEM,Belgium (Nemolink),2021-07-31 00:00:00+00:00,48,853.7916666666666,900.0,686.0,1000.0,907.5595238095239,895.276388888889,896.3965053763442,100.0,0.0,0.0,100.0,99.72222222222223,99.73118279569893,0.0,0.27777777777777773,0.26881720430107525,20.491,0.0,20.491,152.47,645.3689999999999,667.689,0.0,0.77,0.77,152.46999999999997,644.5989999999999,666.919
INTNEM,Belgium (Nemolink),2021-08-01 00:00:00+00:00,48,896.2916666666666,950.0,756.0,1020.0,901.5178571428571,893.5138888888888,896.3932291666666,100.0,0.0,0.0,100.0,99.72222222222223,99.73958333333334,0.0,0.27777777777777773,0.26041666666666663,21.511,0.0,21.511,151.45499999999998,644.1,689.2,0.0,0.77,0.77,151.455,643.3299999999999,688.43
INTNEM,Belgium (Nemolink),2021-08-02 00:00:00+00:00,48,938.625,1000.0,802.0,1020.0,898.345238095238,896.6069444444444,897.6729797979798,100.0,0.0,0.0,100.0,99.72222222222223,99.74747474747475,0.0,0.27777777777777773,0.2525252525252525,22.527,0.0,22.527,150.922,646.327,711.727,0.0,0.77,0.77,150.922,645.557,710.957
INTNEM,Belgium (Nemolink),2021-08-03 00:00:00+00:00,48,906.4166666666666,928.0,804.0,1000.0,891.4107142857143,898.3541666666666,897.9301470588235,100.0,0.0,0.0,100.0,99.72222222222223,99.75490196078431,0.0,0.27777777777777773,0.24509803921568624,21.754,0.0,21.754,149.757,647.585,733.481,0.0,0.77,0.77,149.757,646.815,732.711
INTNEM,Belgium (Nemolink),2021-08-04 00:00:00+00:00,48,898.5833333333334,969.0,741.4,1000.0,894.3154761904763,901.8888888888888,897.9488095238095,100.0,0.0,0.0,100.0,99.72222222222223,99.76190476190476,0.0,0.27777777777777773,0.23809523809523808,21.566,0.0,21.566,150.245,650.13,755.047,0.0,0.77,0.77,150.245,649.36,754.277
INTNEM,Belgium (Nemolink),2021-08-05 00:00:00+00:00,48,820.0833333333334,877.0,682.0,950.0,891.4761904761905,900.5125,895.7858796296297,100.0,0.0,0.0,100.0,99.72222222222223,99.76851851851852,0.0,0.27777777777777773,0.23148148148148145,19.682000000000002,0.0,19.682000000000002,149.76800000000003,649.139,774.729,0.0,0.77,0.77,149.768,648.3689999999999,773.959
INTNEM,Belgium (Nemolink),2021-08-06 00:00:00+00:00,48,775.4583333333334,804.0,638.0,902.0,869.8928571428571,897.9180555555556,892.5337837837837,100.0,0.0,0.0,100.0,99.72222222222223,99.77477477477478,0.0,0.27777777777777773,0.22522522522522517,18.611,0.0,18.611,146.142,647.2710000000001,793.34,0.0,0.77,0.77,146.142,646.5010000000001,792.57
INTNEM,Belgium (Nemolink),2021-08-07 00:00:00+00:00,48,688.0833333333334,688.0,575.4,756.0,846.2202380952382,888.9166666666666,887.1535087719299,100.0,0.0,0.0,100.0,99.72222222222223,99.78070175438597,0.0,0.27777777777777773,0.21929824561403508,16.514,0.0,16.514,142.16500000000002,640.7900000000001,809.854,0.0,0.77,0.77,142.165,640.02,809.084
INTNEM,Belgium (Nemolink),2021-08-08 00:00:00+00:00,48,631.625,706.0,346.0,804.0,808.4107142857143,880.0458333333333,880.6014957264958,100.0,0.0,0.0,100.0,99.72222222222223,99.78632478632478,0.0,0.27777777777777773,0.21367521367521367,15.159,0.0,15.159,135.81300000000002,634.403,825.013,0.0,0.77,0.77,135.81300000000002,633.633,824.243
INTNEM,Belgium (Nemolink),2021-08-09 00:00:00+00:00,48,906.25,1000.0,688.0,1020.0,803.7857142857143,879.2333333333333,881.2427083333334,100.0,0.0,0.0,100.0,99.72222222222223,99.79166666666667,0.0,0.27777777777777773,0.20833333333333334,21.75,0.0,21.75,135.036,633.818,846.763,0.0,0.77,0.77,135.036,633.048,845.993
INTNEM,Belgium (Nemolink),2021-08-10 00:00:00+00:00,48,922.5833333333334,999.0,706.0,1020.0,806.0952380952382,880.9541666666667,882.2510162601625,100.0,0.0,0.0,100.0,99.72222222222223,99.79674796747967,0.0,0.27777777777777773,0.20325203252032517,22.142,0.0,22.142,135.424,635.057,868.905,0.0,0.77,0.77,135.424,634.287,868.135
INTNEM,Belgium (Nemolink),2021-08-11 00:00:00+00:00,48,887.875,865.0,770.0,1000.0,804.5654761904763,879.7222222222223,882.3849206349206,100.0,0.0,0.0,100.0,99.72222222222223,99.8015873015873,0.0,0.27777777777777773,0.1984126984126984,21.309,0.0,21.309,135.167,634.1700000000001,890.2139999999999,0.0,0.77,0.77,135.167,633.4,889.444
