wind_metric,wind_metric_label,season,interconnectorId,interconnectorName,wind_bucket,observations,mean_wind_mw,min_wind_mw,max_wind_mw,mean_signed_mw,median_signed_mw,mean_import_mw,mean_export_mw,net_gwh,import_half_hours,export_half_hours,near_zero_half_hours,import_share_pct,export_share_pct,near_zero_share_pct
wind_actual_mw,Actual wind output,All,INTFR,France(IFA),20_40pct,15705,3893.593370518943,2830.6159999999995,5018.745599999998,840.0096784463547,1002.0,970.0550143266476,130.0453358802929,6596.176,11926,3110,669,75.9375994906081,19.802610633556192,4.259789875835721
wind_actual_mw,Actual wind output,All,INTFR,France(IFA),40_60pct,15712,6261.010603245926,5018.818,7611.486599999997,712.4862525458249,996.0,866.9873981670061,154.50114562118125,5597.292,11186,3816,710,71.1939918533605,24.287169042769857,4.518839103869654
wind_actual_mw,Actual wind output,All,INTFR,France(IFA),60_80pct,15705,9147.22514184018,7611.787199999998,10784.568000000005,541.7837631327602,708.0,734.9633874562242,193.17962432346386,4254.357,10335,4710,660,65.80706781279846,29.990448901623683,4.202483285577841
wind_actual_mw,Actual wind output,All,INTFR,France(IFA),highest_20pct,15710,12713.216694793125,10784.598000000004,17142.889999999996,398.59083386378103,490.0,650.2611075747931,251.6702737110121,3130.931,9801,5362,547,62.38701464035646,34.13112667091025,3.4818586887332907
wind_actual_mw,Actual wind output,All,INTGRNL,Ireland (Greenlink),lowest_20pct,2314,1812.2626472774418,15.667399999999992,2829.543599999999,-427.1123595505618,-514.0,7.296456352636128,434.40881590319793,-494.169,144,2155,15,6.222990492653413,93.12878133102852,0.648228176318064
wind_actual_mw,Actual wind output,All,INTGRNL,Ireland (Greenlink),20_40pct,3202,3933.523303372892,2830.7489999999984,5018.335199999999,-388.2704559650219,-514.0,18.422236102435978,406.6926920674578,-621.621,281,2861,60,8.77576514678326,89.35040599625235,1.8738288569643973
wind_actual_mw,Actual wind output,All,INTGRNL,Ireland (Greenlink),40_60pct,3458,6281.14910746096,5018.8512,7611.486599999997,-347.90225563909775,-514.0,34.828224407171774,382.7304800462695,-601.523,440,2968,50,12.724117987275882,85.82995951417004,1.4459224985540775
wind_actual_mw,Actual wind output,All,INTGRNL,Ireland (Greenlink),60_80pct,3180,9071.195174528302,7612.539400000001,10783.756,-341.4050314465409,-514.0,36.77169811320755,378.1767295597484,-542.8340000000001,423,2695,62,13.30188679245283,84.74842767295597,1.949685534591195
wind_actual_mw,Actual wind output,All,INTGRNL,Ireland (Greenlink),highest_20pct,3830,13079.99591065274,10784.7864,17142.889999999996,-273.20313315926893,-462.0,55.61618798955614,328.81932114882505,-523.184,822,2987,21,21.462140992167104,77.98955613577023,0.5483028720626633
wind_actual_mw,Actual wind output,All,INTIFA2,IFA2 (INTIFA2),lowest_20pct,15712,1651.2823973523423,-115.2388,2830.466,409.24541751527494,715.0,555.2516547861508,146.00623727087577,3215.032,10671,5029,12,67.91624236252545,32.00738289205703,0.07637474541751527
wind_actual_mw,Actual wind output,All,INTIFA2,IFA2 (INTIFA2),20_40pct,15705,3893.593370518943,2830.6159999999995,5018.745599999998,381.01127029608404,680.0,529.5679083094556,148.55663801337153,2991.891,10372,5321,12,66.04266157274753,33.880929640241966,0.07640878701050621
wind_actual_mw,Actual wind output,All,INTIFA2,IFA2 (INTIFA2),40_60pct,15712,6261.010603245926,5018.818,7611.486599999997,285.31924643584523,380.0,454.71193991853363,169.3926934826884,2241.468,9297,6403,12,59.17133401221996,40.752291242362524,0.07637474541751527
wind_actual_mw,Actual wind output,All,INTIFA2,IFA2 (INTIFA2),60_80pct,15705,9147.22514184018,7611.787199999998,10784.568000000005,205.6686405603311,144.0,399.243935052531,193.57529449219993,1615.013,8415,7278,12,53.581661891117484,46.341929321872016,0.07640878701050621
wind_actual_mw,Actual wind output,All,INTIFA2,IFA2 (INTIFA2),highest_20pct,15710,12713.216694793125,10784.598000000004,17142.889999999996,128.12132399745386,-2.0,337.8599618077657,209.7386378103119,1006.3929999999999,7515,8178,17,47.83577339274348,52.056015276893696,0.10821133036282624
wind_actual_mw,Actual wind output,All,INTIRL,Northern Ireland(Moyle),lowest_20pct,15712,1651.2823973523423,-115.2388,2830.466,-205.69551934826885,-278.0,39.079938900203665,244.77545824847252,-1615.944,3348,11377,987,21.308553971486763,72.4096232179226,6.281822810590631
wind_actual_mw,Actual wind output,All,INTIRL,Northern Ireland(Moyle),20_40pct,15705,3893.593370518943,2830.6159999999995,5018.745599999998,-206.32537408468642,-302.0,44.362687042343204,250.6880611270296,-1620.17,3248,11405,1052,20.681311684177015,72.6201846545686,6.698503661254378
wind_actual_mw,Actual wind output,All,INTIRL,Northern Ireland(Moyle),40_60pct,15712,6261.010603245926,5018.818,7611.486599999997,-170.48536150712832,-272.0,61.550152749490834,232.03551425661914,-1339.333,4132,10689,891,26.29837067209776,68.03080448065172,5.670824847250509
wind_actual_mw,Actual wind output,All,INTIRL,Northern Ireland(Moyle),60_80pct,15705,9147.22514184018,7611.787199999998,10784.568000000005,-167.8810569882203,-266.0,64.10149633874562,231.98255332696593,-1318.286,4377,10730,598,27.87010506208214,68.32219038522763,3.8077045526902262
wind_actual_mw,Actual wind output,All,INTIRL,Northern Ireland(Moyle),highest_20pct,15710,12713.216694793125,10784.598000000004,17142.889999999996,-121.3973265436028,-177.0,78.831190324634,200.2285168682368,-953.576,5267,9890,553,33.52641629535328,62.95353278166773,3.520050922978994
wind_actual_mw,Actual wind output,All,INTNED,Netherlands(BritNed),lowest_20pct,15712,1651.2823973523423,-115.2388,2830.466,362.3075356415479,561.0,515.8570519348269,153.54951629327903,2846.288,10516,3770,1426,66.92973523421588,23.99439918533605,9.075865580448065
wind_actual_mw,Actual wind output,All,INTNED,Netherlands(BritNed),20_40pct,15705,3893.593370518943,2830.6159999999995,5018.745599999998,275.74734161095193,404.0,461.8995224450812,186.15218083412927,2165.306,9680,4507,1518,61.63642152180834,28.697866921362625,9.665711556829034
wind_actual_mw,Actual wind output,All,INTNED,Netherlands(BritNed),40_60pct,15712,6261.010603245926,5018.818,7611.486599999997,219.98752545824848,314.0,429.818100814664,209.83057535641547,1728.222,9191,4962,1559,58.496690427698574,31.580957230142566,9.92235234215886
