wind_metric,wind_metric_label,interconnectorId,interconnectorName,wind_bucket,observations,mean_wind_mw,min_wind_mw,max_wind_mw,mean_signed_mw,median_signed_mw,mean_import_mw,mean_export_mw,net_gwh,import_half_hours,export_half_hours,near_zero_half_hours,import_share_pct,export_share_pct,near_zero_share_pct
wind_actual_mw,Actual wind output,INTIRL,Northern Ireland(Moyle),40_60pct,15712,6261.010603245926,5018.818,7611.486599999997,-170.48536150712832,-272.0,61.550152749490834,232.03551425661914,-1339.333,4132,10689,891,26.29837067209776,68.03080448065172,5.670824847250509
wind_actual_mw,Actual wind output,INTIRL,Northern Ireland(Moyle),60_80pct,15705,9147.22514184018,7611.787199999998,10784.568000000003,-167.8810569882203,-266.0,64.10149633874562,231.98255332696593,-1318.286,4377,10730,598,27.87010506208214,68.32219038522763,3.8077045526902262
wind_actual_mw,Actual wind output,INTIRL,Northern Ireland(Moyle),highest_20pct,15710,12713.216694793125,10784.598000000004,17142.889999999996,-121.3973265436028,-177.0,78.831190324634,200.2285168682368,-953.576,5267,9890,553,33.52641629535328,62.95353278166773,3.520050922978994
wind_actual_mw,Actual wind output,INTNED,Netherlands(BritNed),lowest_20pct,15712,1651.282397352342,-115.2388,2830.466,362.3075356415479,561.0,515.8570519348269,153.54951629327903,2846.288,10516,3770,1426,66.92973523421588,23.99439918533605,9.075865580448065
wind_actual_mw,Actual wind output,INTNED,Netherlands(BritNed),20_40pct,15705,3893.593370518943,2830.6159999999995,5018.745599999998,275.74734161095193,404.0,461.8995224450812,186.15218083412927,2165.306,9680,4507,1518,61.63642152180834,28.697866921362625,9.665711556829034
wind_actual_mw,Actual wind output,INTNED,Netherlands(BritNed),40_60pct,15712,6261.010603245926,5018.818,7611.486599999997,219.98752545824848,314.0,429.818100814664,209.83057535641547,1728.222,9191,4962,1559,58.496690427698574,31.580957230142566,9.92235234215886
wind_actual_mw,Actual wind output,INTNED,Netherlands(BritNed),60_80pct,15705,9147.22514184018,7611.787199999998,10784.568000000003,208.39554282075773,274.0,419.95797516714424,211.56243234638652,1636.426,9067,5147,1491,57.733205985354985,32.77300222858962,9.493791786055397
wind_actual_mw,Actual wind output,INTNED,Netherlands(BritNed),highest_20pct,15710,12713.216694793125,10784.598000000004,17142.889999999996,139.60407383831955,104.0,379.9451304901337,240.34105665181414,1096.59,8265,5662,1783,52.60980267345639,36.04073838319542,11.349458943348186
wind_actual_mw,Actual wind output,INTNEM,Belgium (Nemolink),lowest_20pct,15712,1651.282397352342,-115.2388,2830.466,467.4784877800407,740.0,588.0400967413442,120.56160896130346,3672.511,12084,3383,245,76.90936863543789,21.531313645621182,1.5593177189409368
wind_actual_mw,Actual wind output,INTNEM,Belgium (Nemolink),20_40pct,15705,3893.593370518943,2830.6159999999995,5018.745599999998,382.95893027698185,586.0,518.3831900668577,135.42425978987583,3007.185,11364,3963,378,72.35912129894938,25.23400191021968,2.4068767908309456
wind_actual_mw,Actual wind output,INTNEM,Belgium (Nemolink),40_60pct,15712,6261.010603245926,5018.818,7611.486599999997,289.78716904276985,453.0,461.99643584521385,172.209266802444,2276.568,10423,4789,500,66.33783095723014,30.47988798370672,3.1822810590631363
wind_actual_mw,Actual wind output,INTNEM,Belgium (Nemolink),60_80pct,15705,9147.22514184018,7611.787199999998,10784.568000000003,282.36179560649475,424.0,452.8753900031837,170.51359439668894,2217.246,10378,4802,525,66.08086596625279,30.57624960203757,3.3428844317096464
wind_actual_mw,Actual wind output,INTNEM,Belgium (Nemolink),highest_20pct,15710,12713.216694793125,10784.598000000004,17142.889999999996,229.56575429662635,348.0,434.68669637173775,205.1209420751114,1803.239,9818,5459,433,62.49522597071929,34.748567791215784,2.7562062380649266
wind_actual_mw,Actual wind output,INTNSL,North Sea Link (INTNSL),lowest_20pct,13349,1701.0301875196644,-115.2388,2830.466,971.6964566634205,1298.0,1013.2540265188404,41.557569855419885,6485.588000000001,11893,1333,123,89.09281594126901,9.985766724099184,0.9214173346318075
wind_actual_mw,Actual wind output,INTNSL,North Sea Link (INTNSL),20_40pct,14691,3899.859181948131,2830.6159999999995,5018.745599999998,979.1935198420801,1298.0,1029.898032809203,50.70451296712273,7192.666,12890,1411,390,87.74079368320741,9.6045197740113,2.654686542781295
wind_actual_mw,Actual wind output,INTNSL,North Sea Link (INTNSL),40_60pct,15148,6264.374092170584,5018.818,7611.486599999997,904.049643517296,1244.0,967.3628201742804,63.31317665698442,6847.272000000001,12994,1666,488,85.78030102983892,10.998151571164511,3.2215473989965675
wind_actual_mw,Actual wind output,INTNSL,North Sea Link (INTNSL),60_80pct,15241,9151.261751499247,7611.787199999998,10784.568000000003,788.0622006430025,1048.0,862.6032412571353,74.54104061413292,6005.428000000001,12656,2114,471,83.0391706580933,13.870480939570895,3.0903484023358048
wind_actual_mw,Actual wind output,INTNSL,North Sea Link (INTNSL),highest_20pct,15653,12717.831889554718,10784.598000000004,17142.889999999996,581.1271960646521,740.0,738.2418705679422,157.1146745032901,4548.192,11643,3604,406,74.3819076215422,23.024340382035394,2.593751996422411
wind_actual_mw,Actual wind output,INTVKL,Denmark (Viking link),lowest_20pct,5535,1770.1069489792233,-114.58820000000001,2829.6039999999994,456.9192411924119,698.0,600.7342366757001,143.81499548328816,1264.524,3898,1312,325,70.4245709123758,23.703703703703706,5.871725383920506
wind_actual_mw,Actual wind output,INTVKL,Denmark (Viking link),20_40pct,6848,3908.804903329439,2830.7489999999984,5018.455600000001,337.7283878504673,515.0,530.192464953271,192.46407710280374,1156.382,4223,1999,626,61.66764018691588,29.191004672897197,9.141355140186915
wind_actual_mw,Actual wind output,INTVKL,Denmark (Viking link),40_60pct,7348,6289.5456729178,5018.8512,7611.486599999997,318.5117038649973,432.0,527.2144801306478,208.70277626565053,1170.212,4473,2270,605,60.873707131192155,30.8927599346761,8.233532934131736
wind_actual_mw,Actual wind output,INTVKL,Denmark (Viking link),60_80pct,7123,9080.46271604661,7612.539400000001,10783.890000000003,315.746174364734,450.0,551.3620665449951,235.6158921802611,1124.53,4293,2431,399,60.26954934718517,34.12887828162291,5.601572371191914
wind_actual_mw,Actual wind output,INTVKL,Denmark (Viking link),highest_20pct,8090,12861.887769270705,10784.7864,17142.889999999996,356.53325092707047,536.0,585.2474660074166,228.7142150803461,1442.177,5029,2613,448,62.163164400494445,32.29913473423981,5.53770086526576
wind_actual_mw,Actual wind output,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,lowest_20pct,15712,1651.282397352342,-115.2388,2830.466,2916.7809317718943,3684.0,3311.9643584521386,395.1834266802444,22914.231,12931,2776,5,82.30015274949083,17.668024439918533,0.03182281059063136
wind_actual_mw,Actual wind output,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,20_40pct,15705,3893.593370518943,2830.6159999999995,5018.745599999998,2856.055651066539,3472.0,3261.1628143903217,405.10716332378223,22427.177,12895,2806,4,82.10760904170647,17.86692136262337,0.025469595670168738
wind_actual_mw,Actual wind output,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,40_60pct,15712,6261.010603245926,5018.818,7611.486599999997,2475.2856415478614,3014.0,2956.9727596741345,481.68711812627294,19445.844,12487,3222,3,79.47428716904277,20.50661914460285,0.019093686354378817
wind_actual_mw,Actual wind output,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,60_80pct,15705,9147.22514184018,7611.787199999998,10784.568000000003,2032.4971665074818,2294.0,2540.4933460681314,507.99617956064947,15960.184000000001,11900,3804,1,75.772047118752,24.221585482330468,0.006367398917542184
wind_actual_mw,Actual wind output,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,highest_20pct,15710,12713.216694793125,10784.598000000004,17142.889999999996,1597.0171865054106,1801.0,2300.727943984723,703.7107574793125,12544.57,10810,4894,6,68.80967536600892,31.152132399745387,0.03819223424570337
wind_before_curtailment_mw,Wind before curtailment proxy,INTELEC,Eleclink (INTELEC),lowest_20pct,11331,1744.1608888458488,-115.2388,2888.2399999999993,391.52219574618306,736.0,544.7235018974495,153.20130615126644,2218.169,7300,2571,1460,64.42502868237578,22.68996558114906,12.885005736475158
wind_before_curtailment_mw,Wind before curtailment proxy,INTELEC,Eleclink (INTELEC),20_40pct,12695,4036.1911742991656,2888.9741999999997,5299.1068000000005,429.26979125640014,824.0,572.3325718786924,143.06278062229225,2724.79,8612,2628,1455,67.83773139031115,20.70106341079165,11.461205198897204
wind_before_curtailment_mw,Wind before curtailment proxy,INTELEC,Eleclink (INTELEC),40_60pct,12852,6716.66258827431,5299.447999999998,8257.739600000003,412.42483660130716,750.0,556.0961718020542,143.67133520074697,2650.242,8739,2602,1511,67.99719887955182,20.24587612822907,11.75692499221911
wind_before_curtailment_mw,Wind before curtailment proxy,INTELEC,Eleclink (INTELEC),60_80pct,12356,10062.249832304151,8257.972000000005,12054.916999999996,369.0487212690191,553.0,505.4975720297831,136.448850760764,2279.983,7833,2710,1813,63.39430236322434,21.932664292651342,14.673033344124311
wind_before_curtailment_mw,Wind before curtailment proxy,INTELEC,Eleclink (INTELEC),highest_20pct,13594,14857.147664103326,12055.908399999991,20950.569466666402,266.00588494924233,216.0,410.183169045167,144.17728409592468,1808.042,7796,3270,2528,57.34883036633809,24.054730027953507,18.5964396057084
wind_before_curtailment_mw,Wind before curtailment proxy,INTEW,Ireland(East-West),lowest_20pct,15712,1666.26861771336,-115.2388,2888.2399999999993,-156.96614052953157,-35.0,32.05982688391039,189.02596741344195,-1233.126,2170,8487,5055,13.81109979633401,54.016038696537684,32.17286150712831
wind_before_curtailment_mw,Wind before curtailment proxy,INTEW,Ireland(East-West),20_40pct,15705,4043.541077855964,2888.8560000000007,5299.334,-165.87265202164915,-68.0,35.240369309137215,201.11302133078638,-1302.515,2329,8896,4480,14.829672078955747,56.64438077045527,28.525947150588983
wind_before_curtailment_mw,Wind before curtailment proxy,INTEW,Ireland(East-West),40_60pct,15711,6708.135708516417,5299.447999999998,8257.739600000003,-147.78180892368405,-30.0,44.579848513780156,192.3616574374642,-1160.9,2913,8458,4340,18.541149513080008,53.83489275030233,27.623957736617655
wind_before_curtailment_mw,Wind before curtailment proxy,INTEW,Ireland(East-West),60_80pct,15706,10082.047673879415,8257.972000000005,12054.916999999996,-141.87698968547053,-20.0,43.435120336177256,185.31211002164778,-1114.16,3004,8329,4373,19.126448491022536,53.03068890869731,27.84286260028015
wind_before_curtailment_mw,Wind before curtailment proxy,INTEW,Ireland(East-West),highest_20pct,15710,14657.12997007133,12055.246000000005,20950.569466666402,-107.36499045194144,0.0,57.69535327816677,165.0603437301082,-843.3520000000001,3765,7656,4289,23.96562698917887,48.733290897517506,27.301082113303625
wind_before_curtailment_mw,Wind before curtailment proxy,INTFR,France(IFA),lowest_20pct,15712,1666.26861771336,-115.2388,2888.2399999999993,832.3792006109979,1002.0,969.5176934826884,137.13849287169043,6539.171,11698,3383,631,74.45264765784114,21.531313645621182,4.016038696537678
wind_before_curtailment_mw,Wind before curtailment proxy,INTFR,France(IFA),20_40pct,15705,4043.541077855964,2888.8560000000007,5299.334,815.1577204711875,1000.0,953.7068449538364,138.54912448264884,6401.026,11775,3240,690,74.97612225405922,20.630372492836678,4.393505253104107
wind_before_curtailment_mw,Wind before curtailment proxy,INTFR,France(IFA),40_60pct,15711,6708.135708516417,5299.447999999998,8257.739600000003,721.6925720832538,996.0,873.333842530711,151.6412704474572,5669.256,11203,3783,725,71.30672777035198,24.078670994844376,4.614601234803641
wind_before_curtailment_mw,Wind before curtailment proxy,INTFR,France(IFA),60_80pct,15706,10082.047673879415,8257.972000000005,12054.916999999996,575.3804915318987,786.0,758.0665987520692,182.68610722017064,4518.463,10585,4465,656,67.39462625748122,28.428626002801476,4.176747739717306
wind_before_curtailment_mw,Wind before curtailment proxy,INTFR,France(IFA),highest_20pct,15710,14657.12997007133,12055.246000000005,20950.569466666402,383.3492043284532,453.0,639.3304901336728,255.9812858052196,3011.208,9707,5501,502,61.788669637173776,35.01591343093571,3.1954169318905157
wind_before_curtailment_mw,Wind before curtailment proxy,INTGRNL,Ireland (Greenlink),lowest_20pct,2288,1829.3730878551135,15.667399999999992,2887.8689999999992,-424.25174825174827,-514.0,7.851398601398602,432.1031468531468,-485.344,155,2123,10,6.774475524475525,92.78846153846155,0.4370629370629371
wind_before_curtailment_mw,Wind before curtailment proxy,INTGRNL,Ireland (Greenlink),20_40pct,2991,4070.5344889634102,2889.780000000001,5299.0851999999995,-384.2400534938148,-514.0,20.61250417920428,404.8525576730191,-574.631,277,2658,56,9.261116683383484,88.86659979939819,1.8722835172183216
wind_before_curtailment_mw,Wind before curtailment proxy,INTGRNL,Ireland (Greenlink),40_60pct,3257,6715.361963427522,5300.187400000005,8257.739600000003,-376.1547436291065,-514.0,25.863064169481117,402.0178077985877,-612.568,327,2885,45,10.039914031317162,88.57844642308874,1.3816395455941048
wind_before_curtailment_mw,Wind before curtailment proxy,INTGRNL,Ireland (Greenlink),60_80pct,3250,10079.17094386671,8258.315799999997,12053.874000000002,-346.17846153846153,-512.0,32.75753846153846,378.936,-562.54,412,2784,54,12.676923076923078,85.66153846153847,1.6615384615384614
wind_before_curtailment_mw,Wind before curtailment proxy,INTGRNL,Ireland (Greenlink),highest_20pct,4198,15562.838811667118,12056.089733333207,20950.569466666402,-261.1948546927108,-444.0,60.966650786088614,322.1615054787994,-548.248,939,3216,43,22.36779418770843,76.60790852787042,1.024297284421153
wind_before_curtailment_mw,Wind before curtailment proxy,INTIFA2,IFA2 (INTIFA2),lowest_20pct,15712,1666.26861771336,-115.2388,2888.2399999999993,407.90185845213847,712.0,554.7894602851323,146.88760183299388,3204.477,10678,5022,12,67.96079429735235,31.962830957230143,0.07637474541751527
wind_before_curtailment_mw,Wind before curtailment proxy,INTIFA2,IFA2 (INTIFA2),20_40pct,15705,4043.541077855964,2888.8560000000007,5299.334,365.65794333014964,664.0,523.5959248646927,157.93798153454313,2871.329,10287,5407,11,65.50143266475644,34.42852594715059,0.07004138809296402
wind_before_curtailment_mw,Wind before curtailment proxy,INTIFA2,IFA2 (INTIFA2),40_60pct,15711,6708.135708516417,5299.447999999998,8257.739600000003,294.580103112469,412.0,462.8218445675005,168.2417414550315,2314.074,9436,6262,13,60.05983069187194,39.85742473426262,0.08274457386544459
wind_before_curtailment_mw,Wind before curtailment proxy,INTIFA2,IFA2 (INTIFA2),60_80pct,15706,10082.047673879415,8257.972000000005,12054.916999999996,229.83738698586527,187.0,411.777537246912,181.94015026104674,1804.913,8520,7177,9,54.24678466827964,45.69591239016936,0.05730294155099962
wind_before_curtailment_mw,Wind before curtailment proxy,INTIFA2,IFA2 (INTIFA2),highest_20pct,15710,14657.12997007133,12055.246000000005,20950.569466666402,111.39452577975811,-2.0,323.6549968173138,212.2604710375557,875.004,7349,8341,20,46.77912157861235,53.09357097390197,0.1273074474856779
wind_before_curtailment_mw,Wind before curtailment proxy,INTIRL,Northern Ireland(Moyle),lowest_20pct,15712,1666.26861771336,-115.2388,2888.2399999999993,-205.3841649694501,-278.0,39.651985743380855,245.03615071283096,-1613.498,3400,11381,931,21.63951120162933,72.43508146639512,5.92540733197556
wind_before_curtailment_mw,Wind before curtailment proxy,INTIRL,Northern Ireland(Moyle),20_40pct,15705,4043.541077855964,2888.8560000000007,5299.334,-205.04616364215218,-302.0,44.54492199936326,249.59108564151543,-1610.125,3277,11350,1078,20.865966252785736,72.26997771410379,6.864056033110474
wind_before_curtailment_mw,Wind before curtailment proxy,INTIRL,Northern Ireland(Moyle),40_60pct,15711,6708.135708516417,5299.447999999998,8257.739600000003,-179.51422570173764,-294.0,59.38310737699701,238.89733307873465,-1410.174,3988,10880,843,25.383489275030236,69.25084335815671,5.365667366813061
wind_before_curtailment_mw,Wind before curtailment proxy,INTIRL,Northern Ireland(Moyle),60_80pct,15706,10082.047673879415,8257.972000000005,12054.916999999996,-168.83980644339744,-264.0,62.31987775372469,231.15968419712212,-1325.8990000000001,4295,10793,618,27.34623710683815,68.71896090665987,3.9348019865019737
wind_before_curtailment_mw,Wind before curtailment proxy,INTIRL,Northern Ireland(Moyle),highest_20pct,15710,14657.12997007133,12055.246000000005,20950.569466666402,-112.99974538510503,-156.0,82.02507956715468,195.0248249522597,-887.613,5412,9687,611,34.44939528962444,61.6613621896881,3.88924252068746
wind_before_curtailment_mw,Wind before curtailment proxy,INTNED,Netherlands(BritNed),lowest_20pct,15712,1666.26861771336,-115.2388,2888.2399999999993,365.21283095723015,566.0,517.4647403258656,152.25190936863544,2869.112,10554,3750,1408,67.17158859470469,23.867107942973522,8.961303462321792
wind_before_curtailment_mw,Wind before curtailment proxy,INTNED,Netherlands(BritNed),20_40pct,15705,4043.541077855964,2888.8560000000007,5299.334,294.6009551098376,442.0,472.5897484877428,177.98879337790513,2313.3540000000003,9834,4348,1523,62.61700095510984,27.685450493473418,9.697548551416746
wind_before_curtailment_mw,Wind before curtailment proxy,INTNED,Netherlands(BritNed),40_60pct,15711,6708.135708516417,5299.447999999998,8257.739600000003,243.76831519317676,352.0,442.13009992998536,198.3617847368086,1914.922,9431,4740,1540,60.02800585576984,30.169944624785185,9.802049519444974
wind_before_curtailment_mw,Wind before curtailment proxy,INTNED,Netherlands(BritNed),60_80pct,15706,10082.047673879415,8257.972000000005,12054.916999999996,227.78288552145676,320.0,433.99694384311726,206.2140583216605,1788.779,9257,5020,1429,58.939258881955936,31.962307398446455,9.098433719597605
wind_before_curtailment_mw,Wind before curtailment proxy,INTNED,Netherlands(BritNed),highest_20pct,15710,14657.12997007133,12055.246000000005,20950.569466666402,74.68682367918524,0.0,341.3028644175684,266.6160407383832,586.665,7643,6190,1877,48.65054105665181,39.401654996817314,11.947803946530872
wind_before_curtailment_mw,Wind before curtailment proxy,INTNEM,Belgium (Nemolink),lowest_20pct,15712,1666.26861771336,-115.2388,2888.2399999999993,468.7899694501018,740.0,589.1220723014256,120.33210285132382,3682.814,12092,3372,248,76.9602851323829,21.461303462321794,1.5784114052953158
wind_before_curtailment_mw,Wind before curtailment proxy,INTNEM,Belgium (Nemolink),20_40pct,15705,4043.541077855964,2888.8560000000007,5299.334,392.81833810888253,602.0,524.7323782234957,131.9140401146132,3084.606,11447,3863,395,72.88761540910538,24.597262018465457,2.5151225724291626
wind_before_curtailment_mw,Wind before curtailment proxy,INTNEM,Belgium (Nemolink),40_60pct,15711,6708.135708516417,5299.447999999998,8257.739600000003,313.86990007001464,492.0,475.73852714658517,161.86862707657056,2465.605,10699,4606,406,68.0987842912609,29.317039017249062,2.584176691490039
wind_before_curtailment_mw,Wind before curtailment proxy,INTNEM,Belgium (Nemolink),60_80pct,15706,10082.047673879415,8257.972000000005,12054.916999999996,316.99694384311726,476.0,474.6656055010824,157.66866165796512,2489.377,10672,4463,571,67.94855469247422,28.415892015790146,3.635553291735642
wind_before_curtailment_mw,Wind before curtailment proxy,INTNEM,Belgium (Nemolink),highest_20pct,15710,14657.12997007133,12055.246000000005,20950.569466666402,159.68771483131763,228.0,391.73036282622536,232.0426479949077,1254.347,9157,6092,461,58.28771483131763,38.77784850413749,2.934436664544876
wind_before_curtailment_mw,Wind before curtailment proxy,INTNSL,North Sea Link (INTNSL),lowest_20pct,13317,1715.6926516116478,-115.2388,2888.2399999999993,968.601787189307,1298.0,1010.2721333633701,41.670346174063226,6449.435,11861,1332,124,89.06660659307651,10.002252759630547,0.9311406472929339
wind_before_curtailment_mw,Wind before curtailment proxy,INTNSL,North Sea Link (INTNSL),20_40pct,14651,4049.9170620249747,2888.9741999999997,5299.334,957.0367892976589,1296.0,1013.9407548972766,56.90396559961777,7010.773,12757,1554,340,87.07255477441814,10.606784519827999,2.3206607057538733
wind_before_curtailment_mw,Wind before curtailment proxy,INTNSL,North Sea Link (INTNSL),40_60pct,15132,6711.021666435463,5299.447999999998,8257.739600000003,903.2142479513614,1200.0,964.3156225218081,61.10137457044674,6833.719000000001,12985,1634,513,85.81152524451493,10.798308220988634,3.3901665344964313
wind_before_curtailment_mw,Wind before curtailment proxy,INTNSL,North Sea Link (INTNSL),60_80pct,15298,10090.918111383848,8257.972000000005,12054.916999999996,820.5356255719702,1050.0,892.1555758922735,71.6199503203033,6276.277,12887,2028,383,84.23976990456269,13.25663485422931,2.503595241208001
